ARG_hit_id	genome_id	genome_set	is_rep99	genus	species	source_type	ARG_gene	ARG_class
ARGH_002257	LABG_013505	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002258	LABG_013505	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	vatE	MLS
ARGH_002259	LABG_013506	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002260	LABG_013506	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002261	LABG_013507	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_002262	LABG_013507	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002263	LABG_013508	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002264	LABG_013508	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002265	LABG_013509	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002266	LABG_013509	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002267	LABG_013510	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002268	LABG_013510	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002269	LABG_013514	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002270	LABG_013514	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002271	LABG_013515	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002272	LABG_013515	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002273	LABG_013515	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	vatE	MLS
ARGH_002274	LABG_013516	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002275	LABG_013516	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002276	LABG_013516	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002277	LABG_013517	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002278	LABG_013517	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002279	LABG_013517	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002280	LABG_013518	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002281	LABG_013518	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002282	LABG_013518	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002283	LABG_013519	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002284	LABG_013519	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002285	LABG_013519	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002286	LABG_013520	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002287	LABG_013520	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002288	LABG_013520	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002289	LABG_013521	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_002290	LABG_013521	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002291	LABG_013522	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002292	LABG_013522	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002293	LABG_013522	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002294	LABG_013523	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002295	LABG_013523	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002296	LABG_013523	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002297	LABG_013524	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002298	LABG_013524	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002299	LABG_013524	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002300	LABG_013525	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002301	LABG_013525	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002302	LABG_013525	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002303	LABG_013526	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002304	LABG_013526	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002305	LABG_013526	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002306	LABG_013527	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002307	LABG_013527	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002308	LABG_013527	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002309	LABG_013528	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002310	LABG_013528	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	vatE	MLS
ARGH_002311	LABG_013529	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002312	LABG_013529	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002313	LABG_013530	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
ARGH_002314	LABG_013530	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002315	LABG_013530	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002316	LABG_013531	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	animal	ErmB	MLS
ARGH_002317	LABG_013531	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	animal	tet(M)	tetracycline
ARGH_002318	LABG_013641	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	lnuA	MLS
ARGH_002319	LABG_013641	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(W)	tetracycline
ARGH_002320	LABG_013642	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	lnuA	MLS
ARGH_002321	LABG_013642	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(W)	tetracycline
ARGH_002322	LABG_013643	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(W)	tetracycline
ARGH_002323	LABG_013644	Rep99	yes	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(W)	tetracycline
ARGH_002324	LABG_013645	Rep99	yes	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(W)	tetracycline
ARGH_002325	LABG_013646	Rep99	yes	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(L)	tetracycline
ARGH_002326	LABG_013646	Rep99	yes	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(W)	tetracycline
ARGH_002327	LABG_013647	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002328	LABG_013648	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002329	LABG_013649	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_002330	LABG_013649	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002331	LABG_013650	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	ErmB	MLS
ARGH_002332	LABG_013650	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	tet(W)	tetracycline
ARGH_002333	LABG_013651	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_002334	LABG_013651	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002335	LABG_013652	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002336	LABG_013653	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002337	LABG_013654	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002338	LABG_013654	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002339	LABG_013655	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002340	LABG_013656	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002341	LABG_013656	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002342	LABG_013657	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002343	LABG_013658	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002344	LABG_013658	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002345	LABG_013659	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	other	catA8	phenicol
ARGH_002346	LABG_013659	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	other	tet(L)	tetracycline
ARGH_002347	LABG_013659	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	other	tet(M)	tetracycline
ARGH_002348	LABG_013660	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002349	LABG_013661	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002350	LABG_013663	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_002351	LABG_013663	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002352	LABG_013664	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002353	LABG_013666	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_002354	LABG_013666	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_002355	LABG_013779	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	lnuA	MLS
ARGH_002356	LABG_013780	Rep99	yes	Weissella	Weissella paramesenteroides	animal	tet(M)	tetracycline
ARGH_002357	LABG_013781	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	fexB	phenicol
ARGH_002358	LABG_013781	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	poxtA	multidrug
ARGH_002359	LABG_013781	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	tet(M)	tetracycline
ARGH_002360	LABG_013782	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuA	MLS
ARGH_002361	LABG_013782	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(W)	tetracycline
ARGH_002362	LABG_013783	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002363	LABG_013784	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002364	LABG_013785	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_002365	LABG_013786	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuA	MLS
ARGH_002366	LABG_013786	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(W)	tetracycline
ARGH_002367	LABG_013787	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(W)	tetracycline
ARGH_002368	LABG_013788	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	lnuA	MLS
ARGH_002369	LABG_013788	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	tet(M)	tetracycline
ARGH_002370	LABG_013800	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_002371	LABG_013800	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_002372	LABG_013800	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_002373	LABG_013870	MQ	no	Levilactobacillus	Levilactobacillus brevis	human	TEM-116	beta-lactam
ARGH_002374	LABG_013886	MQ	no	Lactobacillus	Lactobacillus johnsonii	human	tet(W)	tetracycline
ARGH_002375	LABG_013908	MQ	no	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_002376	LABG_013918	Rep99	yes	Limosilactobacillus	Limosilactobacillus mucosae	other	TEM-116	beta-lactam
ARGH_002377	LABG_013926	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmC	MLS
ARGH_002378	LABG_013926	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002379	LABG_013926	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002380	LABG_013927	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	lnuA	MLS
ARGH_002381	LABG_013928	Rep99	yes	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	lnuA	MLS
ARGH_002382	LABG_013935	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmC	MLS
ARGH_002383	LABG_013935	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002384	LABG_013935	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002385	LABG_013937	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	human	ErmB	MLS
ARGH_002386	LABG_013937	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	human	tet(L)	tetracycline
ARGH_002387	LABG_013937	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	human	tet(M)	tetracycline
ARGH_002388	LABG_013937	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	human	tet(W)	tetracycline
ARGH_002389	LABG_014119	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_002390	LABG_014119	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_002391	LABG_014120	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_002392	LABG_014121	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmB	MLS
ARGH_002393	LABG_014121	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002394	LABG_014121	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002395	LABG_014121	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002396	LABG_014123	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmB	MLS
ARGH_002397	LABG_014123	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_002398	LABG_014123	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002399	LABG_014123	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002400	LABG_014123	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002401	LABG_014128	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuC	MLS
ARGH_002402	LABG_014229	Rep99	yes	Lactobacillus	Lactobacillus absianus	other	lnuC	MLS
ARGH_002403	LABG_014229	Rep99	yes	Lactobacillus	Lactobacillus absianus	other	tet(W)	tetracycline
ARGH_002404	LABG_014287	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	other	aadA	aminoglycoside
ARGH_002405	LABG_014288	MQ	no	Leuconostoc	Leuconostoc suionicum	other	aadA	aminoglycoside
ARGH_002406	LABG_014289	MQ	no	Leuconostoc	Leuconostoc suionicum	other	aadA	aminoglycoside
ARGH_002407	LABG_014292	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	other	aadA	aminoglycoside
ARGH_002408	LABG_014293	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	other	aadA	aminoglycoside
ARGH_002409	LABG_014294	MQ	no	Leuconostoc	Leuconostoc suionicum	other	aadA	aminoglycoside
ARGH_002410	LABG_014295	MQ	no	Leuconostoc	Leuconostoc mesenteroides	other	aadA	aminoglycoside
ARGH_002411	LABG_014296	MQ	no	Latilactobacillus	Latilactobacillus sakei	other	aadA	aminoglycoside
ARGH_002412	LABG_014298	MQ	no	Leuconostoc	Leuconostoc mesenteroides	other	aadA	aminoglycoside
ARGH_002413	LABG_014299	MQ	no	Leuconostoc	Leuconostoc mesenteroides	other	aadA	aminoglycoside
ARGH_002414	LABG_014303	Rep99	yes	Latilactobacillus	Latilactobacillus sakei	other	aadA	aminoglycoside
ARGH_002415	LABG_014346	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	ANT(6)-Ia	aminoglycoside
ARGH_002416	LABG_014346	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	lnuB	MLS
ARGH_002417	LABG_014346	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	lsaE	multidrug
ARGH_002418	LABG_014346	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	tet(L)	tetracycline
ARGH_002419	LABG_014352	MQ	no	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	tet(M)	tetracycline
ARGH_002420	LABG_014356	MQ	no	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	tet(M)	tetracycline
ARGH_002421	LABG_014357	MQ	no	Leuconostoc	Leuconostoc falkenbergense	human	Escherichia coli soxS with mutation conferring antibiotic resistance	multidrug
ARGH_002422	LABG_014358	MQ	no	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	tet(M)	tetracycline
ARGH_002423	LABG_014363	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(W)	tetracycline
ARGH_002424	LABG_014374	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	lnuG	MLS
ARGH_002425	LABG_014374	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	tet(M)	tetracycline
ARGH_002426	LABG_014376	MQ	no	Lactobacillus	Lactobacillus amylovorus	human	tet(W)	tetracycline
ARGH_002427	LABG_014382	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	human	lnuA	MLS
ARGH_002428	LABG_014382	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	human	tet(W)	tetracycline
ARGH_002429	LABG_014420	Rep99	yes	Ligilactobacillus	Ligilactobacillus sp900765635	human	ANT(6)-Ia	aminoglycoside
ARGH_002430	LABG_014420	Rep99	yes	Ligilactobacillus	Ligilactobacillus sp900765635	human	dfrG	trimethoprim
ARGH_002431	LABG_014420	Rep99	yes	Ligilactobacillus	Ligilactobacillus sp900765635	human	lnuB	MLS
ARGH_002432	LABG_014420	Rep99	yes	Ligilactobacillus	Ligilactobacillus sp900765635	human	lsaE	multidrug
ARGH_002433	LABG_014426	MQ	no	Lactobacillus	Lactobacillus gallinarum	human	lnuA	MLS
ARGH_002434	LABG_014474	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	human	lnuA	MLS
ARGH_002435	LABG_014479	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	lnuC	MLS
ARGH_002436	LABG_014482	MQ	no	Lactobacillus	Lactobacillus johnsonii	human	ErmB	MLS
ARGH_002437	LABG_014482	MQ	no	Lactobacillus	Lactobacillus johnsonii	human	ErmT	MLS
ARGH_002438	LABG_014482	MQ	no	Lactobacillus	Lactobacillus johnsonii	human	lnuA	MLS
ARGH_002439	LABG_014483	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	ANT(6)-Ia	aminoglycoside
ARGH_002440	LABG_014483	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	lnuB	MLS
ARGH_002441	LABG_014483	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	lsaE	multidrug
ARGH_002442	LABG_014483	MQ	no	Ligilactobacillus	Ligilactobacillus sp900765635	human	tet(L)	tetracycline
ARGH_002443	LABG_014484	MQ	no	Levilactobacillus	Levilactobacillus namurensis_A	human	AAC(3)-IId	aminoglycoside
ARGH_002444	LABG_014558	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	other	lnuA	MLS
ARGH_002445	LABG_014558	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	other	tet(W)	tetracycline
ARGH_002446	LABG_014602	Rep99	yes	Limosilactobacillus	Limosilactobacillus antri	other	tet(W)	tetracycline
ARGH_002447	LABG_014616	MQ	no	Limosilactobacillus	Limosilactobacillus mucosae	human	dfrG	trimethoprim
ARGH_002448	LABG_014629	Rep99	yes	Lactobacillus	Lactobacillus kitasatonis	human	lnuA	MLS
ARGH_002449	LABG_014685	Rep99	yes	Lactobacillus	Lactobacillus iners	other	ErmB	MLS
ARGH_002450	LABG_014685	Rep99	yes	Lactobacillus	Lactobacillus iners	other	tet(M)	tetracycline
ARGH_002451	LABG_014691	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	lnuC	MLS
ARGH_002452	LABG_014699	Rep99	yes	Ligilactobacillus	Ligilactobacillus ruminis	human	ErmB	MLS
ARGH_002453	LABG_014705	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	human	Streptococcus suis chloramphenicol acetyltransferase	phenicol
ARGH_002454	LABG_014713	MQ	no	Lactobacillus	Lactobacillus johnsonii	human	ErmB	MLS
ARGH_002455	LABG_014716	MQ	no	Lactobacillus	Lactobacillus paragasseri	human	ErmB	MLS
ARGH_002456	LABG_014772	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	mphE	MLS
ARGH_002457	LABG_014772	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	msrE	MLS
ARGH_002458	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	AAC(6')-Ib10	aminoglycoside
ARGH_002459	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	arr-3	rifamycin
ARGH_002460	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	catB3	phenicol
ARGH_002461	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	OXA-1	beta-lactam
ARGH_002462	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	QnrS2	fluoroquinolone
ARGH_002463	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(B)	tetracycline
ARGH_002464	LABG_014775	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tetR	tetracycline
ARGH_002465	LABG_014795	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	fexA	phenicol
ARGH_002466	LABG_014798	Rep99	yes	Limosilactobacillus	Limosilactobacillus mucosae	animal	lnuC	MLS
ARGH_002467	LABG_014799	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	ErmB	MLS
ARGH_002468	LABG_014799	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	fexB	phenicol
ARGH_002469	LABG_014799	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	tet(L)	tetracycline
ARGH_002470	LABG_014804	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_002471	LABG_014817	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	Streptococcus suis chloramphenicol acetyltransferase	phenicol
ARGH_002472	LABG_014817	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(M)	tetracycline
ARGH_002473	LABG_014818	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	fexB	phenicol
ARGH_002474	LABG_014818	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002475	LABG_014823	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	tet(L)	tetracycline
ARGH_002476	LABG_014825	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	fexA	phenicol
ARGH_002477	LABG_014825	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	fexB	phenicol
ARGH_002478	LABG_014826	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	fexA	phenicol
ARGH_002479	LABG_014830	Rep99	yes	Lactobacillus	Lactobacillus absianus	animal	lnuC	MLS
ARGH_002480	LABG_014894	Rep99	yes	Lactobacillus	Lactobacillus melliventris	animal	ErmT	MLS
ARGH_002481	LABG_014906	Rep99	yes	Bombilactobacillus	Bombilactobacillus mellis	animal	sul2	sulfonamide
ARGH_002482	LABG_014911	Rep99	yes	Lactobacillus	Lactobacillus apis_A	animal	lnuC	MLS
ARGH_002483	LABG_014917	MQ	no	Lactobacillus	Lactobacillus juensis	animal	ErmT	MLS
ARGH_002484	LABG_014919	Rep99	yes	Lactobacillus	Lactobacillus apis_A	animal	tet(M)	tetracycline
ARGH_002485	LABG_014924	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_002486	LABG_014924	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_002487	LABG_014924	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	vatE	MLS
ARGH_002488	LABG_014929	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	animal	Limosilactobacillus reuteri cat-TC	phenicol
ARGH_002489	LABG_014934	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_002490	LABG_014939	MQ	no	Limosilactobacillus	Limosilactobacillus pulli	animal	ErmB	MLS
ARGH_002491	LABG_014941	Rep99	yes	Lactobacillus	Lactobacillus sp946579245	animal	ErmB	MLS
ARGH_002492	LABG_014942	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_002493	LABG_014944	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_002494	LABG_014944	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	vatE	MLS
