genome_id	genome_set	genus	species	source_type	ARG_positive	ARG_hit_count	ARG_gene_count	ARG_class_count
LABG_010977	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_010978	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010979	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010980	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010981	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010982	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010983	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010984	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010985	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010986	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010987	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010988	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010989	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010990	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010991	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010992	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010993	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010994	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010995	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010996	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010997	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010998	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_010999	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011000	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011001	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011002	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011003	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011004	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011005	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011006	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011007	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011008	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011009	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011010	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011011	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011012	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011013	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011014	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011015	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011016	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011017	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011018	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011019	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011020	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011021	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011022	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011023	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011024	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011025	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011026	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011027	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011028	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011029	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011030	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011031	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011032	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011033	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011034	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011035	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011036	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011037	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011038	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011039	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011040	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011041	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011042	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011043	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011044	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011045	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011046	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011047	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011048	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011049	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011050	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011051	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011052	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011053	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011054	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011055	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011056	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011057	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011058	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011059	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011060	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011061	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011062	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011063	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011064	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011065	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011066	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011067	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011068	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011069	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011070	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011071	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011072	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011073	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011074	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011075	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011076	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011077	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011078	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011079	MQ	Latilactobacillus	Latilactobacillus sakei	food	no	0	0	0
LABG_011080	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_011081	MQ	Lactobacillus	Lactobacillus acidophilus	human	no	0	0	0
LABG_011082	MQ	Lentilactobacillus	Lentilactobacillus buchneri	food	no	0	0	0
LABG_011083	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_011084	MQ	Lactobacillus	Lactobacillus acidophilus	human	no	0	0	0
LABG_011085	MQ	Lacticaseibacillus	Lacticaseibacillus casei	food	no	0	0	0
LABG_011086	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011087	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_011088	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011089	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011090	Rep99	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011091	Rep99	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011092	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011093	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011094	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011095	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011096	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011097	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011098	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011099	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011100	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011101	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011102	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011103	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011104	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011105	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011106	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011107	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011108	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011109	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011110	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011111	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011112	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011113	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011114	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011115	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011116	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011117	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011118	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011119	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011120	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011121	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011122	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011123	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011124	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011125	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011126	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011127	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011128	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011129	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011130	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011131	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_011132	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011133	MQ	Lactobacillus	Lactobacillus delbrueckii	human	no	0	0	0
LABG_011134	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011135	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal	no	0	0	0
LABG_011136	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	yes	1	1	1
LABG_011137	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_011138	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011139	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011140	MQ	Lactobacillus	Lactobacillus sp910589675	food	no	0	0	0
LABG_011141	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_011142	MQ	Lactobacillus	Lactobacillus jensenii	human	no	0	0	0
LABG_011143	MQ	Lactobacillus	Lactobacillus jensenii	human	no	0	0	0
LABG_011144	MQ	Liquorilactobacillus	Liquorilactobacillus nagelii	food	no	0	0	0
LABG_011145	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_011146	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011147	Rep99	Levilactobacillus	Levilactobacillus sp038374745	other	no	0	0	0
LABG_011148	MQ	Pediococcus	Pediococcus acidilactici	other	no	0	0	0
LABG_011149	Rep99	Latilactobacillus	Latilactobacillus sakei	other	no	0	0	0
LABG_011150	MQ	Latilactobacillus	Latilactobacillus sakei	other	no	0	0	0
LABG_011151	Rep99	Leuconostoc	Leuconostoc citreum	food	no	0	0	0
LABG_011152	Rep99	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011153	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_011154	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011155	MQ	Lactiplantibacillus	Lactiplantibacillus paraplantarum	food	no	0	0	0
LABG_011156	MQ	Leuconostoc	Leuconostoc mesenteroides	other	no	0	0	0
LABG_011157	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_011158	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	animal	no	0	0	0
LABG_011159	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	human	no	0	0	0
LABG_011160	MQ	Pediococcus	Pediococcus pentosaceus	food	no	0	0	0
LABG_011161	Rep99	Pediococcus	Pediococcus pentosaceus	food	no	0	0	0
LABG_011162	MQ	Pediococcus	Pediococcus pentosaceus	food	no	0	0	0
LABG_011163	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_011164	MQ	Pediococcus	Pediococcus pentosaceus	food	yes	1	1	1
LABG_011165	MQ	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_011166	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_011167	MQ	Weissella	Weissella cibaria	human	no	0	0	0
LABG_011168	MQ	Pediococcus	Pediococcus acidilactici	human	no	0	0	0
LABG_011169	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011170	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	yes	1	1	1
LABG_011171	MQ	Lactobacillus	Lactobacillus kefiranofaciens	food	no	0	0	0
LABG_011172	Rep99	Ligilactobacillus	Ligilactobacillus murinus	food	no	0	0	0
LABG_011173	MQ	Pediococcus	Pediococcus damnosus	food	no	0	0	0
LABG_011174	MQ	Lactobacillus	Lactobacillus intestinalis	food	no	0	0	0
LABG_011175	MQ	Lactobacillus	Lactobacillus kefiranofaciens	food	no	0	0	0
LABG_011176	MQ	Lentilactobacillus	Lentilactobacillus parakefiri	food	no	0	0	0
LABG_011177	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011178	MQ	Lentilactobacillus	Lentilactobacillus kefiri	food	no	0	0	0
LABG_011179	Rep99	Secundilactobacillus	Secundilactobacillus similis	food	no	0	0	0
LABG_011180	Rep99	Lactobacillus	Lactobacillus hamsteri	food	no	0	0	0
LABG_011181	MQ	Lactiplantibacillus	Lactiplantibacillus plajomi	food	no	0	0	0
LABG_011182	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_011183	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011184	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011185	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_011186	Rep99	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_011187	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011188	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011189	MQ	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_011190	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011191	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011192	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_011193	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011194	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011195	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011196	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011197	Rep99	Leuconostoc	Leuconostoc lactis_A	food	no	0	0	0
LABG_011198	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011199	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_011200	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_011201	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011202	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011203	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011204	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011205	Rep99	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011206	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011207	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011208	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011209	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_011210	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_011211	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011212	MQ	Lentilactobacillus	Lentilactobacillus otakiensis	food	no	0	0	0
LABG_011213	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_011214	MQ	Leuconostoc_B	Leuconostoc_B fallax	food	no	0	0	0
LABG_011215	Rep99	Leuconostoc	Leuconostoc holzapfelii	other	no	0	0	0
LABG_011216	Rep99	Lactobacillus	Lactobacillus sp945980025	human	yes	1	1	1
LABG_011217	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011218	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011219	MQ	Ligilactobacillus	Ligilactobacillus salivarius	other	no	0	0	0
LABG_011220	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	human	no	0	0	0
LABG_011221	Rep99	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011222	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	human	no	0	0	0
LABG_011223	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011224	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food	no	0	0	0
LABG_011225	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011226	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011227	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal	no	0	0	0
LABG_011228	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_011229	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011230	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011231	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011232	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011233	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011234	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011235	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_011236	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011237	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011238	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011239	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011240	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011241	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011242	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011243	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011244	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011245	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011246	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011247	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011248	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011249	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_011250	MQ	Leuconostoc	Leuconostoc mesenteroides	other	no	0	0	0
LABG_011251	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	animal	no	0	0	0
LABG_011252	Rep99	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food	no	0	0	0
LABG_011253	MQ	Lacticaseibacillus	Lacticaseibacillus casei	other	no	0	0	0
LABG_011254	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_011255	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011256	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_011257	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011258	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_011259	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011260	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_011261	Rep99	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_011262	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_011263	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_011264	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_011265	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011266	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011267	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011268	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011269	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011270	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011271	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011272	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011273	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_011274	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011275	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011276	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011277	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011278	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011279	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011280	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_011281	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_011282	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_011283	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_011284	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_011285	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	yes	1	1	1
LABG_011286	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_011287	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	yes	1	1	1
