genome_id	genus	species	source_type
LABG_002181	Lactobacillus	Lactobacillus acetotolerans	other
LABG_002183	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002186	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002189	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002199	Fructobacillus	Fructobacillus ficulneus	other
LABG_002204	Fructobacillus	Fructobacillus tropaeoli	other
LABG_002207	Levilactobacillus	Levilactobacillus koreensis	food
LABG_002208	Companilactobacillus	Companilactobacillus ginsenosidimutans	food
LABG_002209	Leuconostoc	Leuconostoc lactis	human
LABG_002221	Lactobacillus	Lactobacillus gasseri	human
LABG_002235	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002238	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002242	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002252	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_002263	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002264	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002265	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002267	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002268	Limosilactobacillus	Limosilactobacillus gorillae	other
LABG_002275	Weissella	Weissella cibaria	food
LABG_002277	Apilactobacillus	Apilactobacillus kunkeei	other
LABG_002278	Apilactobacillus	Apilactobacillus kunkeei_C	other
LABG_002279	Apilactobacillus	Apilactobacillus zhangqiuensis	animal
LABG_002280	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002287	Secundilactobacillus	Secundilactobacillus paracollinoides	other
LABG_002318	Lactobacillus	Lactobacillus helveticus	food
LABG_002324	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_002329	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002330	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002343	Secundilactobacillus	Secundilactobacillus kimchicus	food
LABG_002349	Lentilactobacillus	Lentilactobacillus kisonensis	food
LABG_002350	Lentilactobacillus	Lentilactobacillus otakiensis	food
LABG_002354	Lentilactobacillus	Lentilactobacillus diolivorans	food
LABG_002355	Companilactobacillus	Companilactobacillus mindensis	food
LABG_002356	Companilactobacillus	Companilactobacillus versmoldensis	food
LABG_002359	Limosilactobacillus	Limosilactobacillus gastricus	human
LABG_002361	Ligilactobacillus	Ligilactobacillus apodemi	animal
LABG_002362	Lactobacillus	Lactobacillus kitasatonis	animal
LABG_002363	Ligilactobacillus	Ligilactobacillus hayakitensis	animal
LABG_002364	Limosilactobacillus	Limosilactobacillus oris	human
LABG_002365	Paucilactobacillus	Paucilactobacillus suebicus	food
LABG_002374	Companilactobacillus	Companilactobacillus tucceti	food
LABG_002375	Dellaglioa	Dellaglioa algida	food
LABG_002376	Lacticaseibacillus	Lacticaseibacillus nasuensis	food
LABG_002381	Lactobacillus	Lactobacillus equicursoris	animal
LABG_002382	Levilactobacillus	Levilactobacillus acidifarinae	food
LABG_002384	Companilactobacillus	Companilactobacillus bobalius	food
LABG_002385	Secundilactobacillus	Secundilactobacillus odoratitofui	food
LABG_002386	Liquorilactobacillus	Liquorilactobacillus capillatus	food
LABG_002387	Liquorilactobacillus	Liquorilactobacillus uvarum	food
LABG_002389	Lactobacillus	Lactobacillus gallinarum	animal
LABG_002393	Limosilactobacillus	Limosilactobacillus coleohominis_A	human
LABG_002394	Latilactobacillus	Latilactobacillus fuchuensis	food
LABG_002395	Levilactobacillus	Levilactobacillus spicheri	food
LABG_002403	Limosilactobacillus	Limosilactobacillus equigenerosi	animal
LABG_002407	Limosilactobacillus	Limosilactobacillus pontis	food
LABG_002408	Ligilactobacillus	Ligilactobacillus araffinosus	animal
LABG_002413	Limosilactobacillus	Limosilactobacillus antri	human
LABG_002417	Companilactobacillus	Companilactobacillus nodensis	food
LABG_002418	Lentilactobacillus	Lentilactobacillus sunkii	food
LABG_002419	Schleiferilactobacillus	Schleiferilactobacillus perolens	food
LABG_002424	Ligilactobacillus	Ligilactobacillus equi	animal
LABG_002426	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_002428	Companilactobacillus	Companilactobacillus nantensis	food
LABG_002429	Lapidilactobacillus	Lapidilactobacillus concavus	food
LABG_002430	Lentilactobacillus	Lentilactobacillus farraginis	food
LABG_002432	Limosilactobacillus	Limosilactobacillus vaginalis	human
LABG_002435	Secundilactobacillus	Secundilactobacillus collinoides	food
LABG_002436	Apilactobacillus	Apilactobacillus ozensis	other
LABG_002440	Limosilactobacillus	Limosilactobacillus frumenti	food
LABG_002442	Lacticaseibacillus	Lacticaseibacillus brantae	food
LABG_002444	Lacticaseibacillus	Lacticaseibacillus thailandensis	food
LABG_002445	Amylolactobacillus	Amylolactobacillus amylophilus	animal
LABG_002446	Ligilactobacillus	Ligilactobacillus agilis	food
LABG_002447	Lacticaseibacillus	Lacticaseibacillus sharpeae	food
LABG_002448	Lentilactobacillus	Lentilactobacillus rapi	food
LABG_002449	Liquorilactobacillus	Liquorilactobacillus oeni	food
LABG_002450	Paucilactobacillus	Paucilactobacillus vaccinostercus	animal
LABG_002454	Agrilactobacillus	Agrilactobacillus composti	food
LABG_002460	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_002461	Loigolactobacillus	Loigolactobacillus rennini	food
LABG_002463	Lentilactobacillus	Lentilactobacillus senioris	human
LABG_002464	Lactobacillus	Lactobacillus gigeriorum	animal
LABG_002466	Holzapfeliella	Holzapfeliella floricola	food
LABG_002467	Lacticaseibacillus	Lacticaseibacillus camelliae	food
LABG_002468	Fructilactobacillus	Fructilactobacillus florum	other
LABG_002469	Levilactobacillus	Levilactobacillus senmaizukei	food
LABG_002471	Liquorilactobacillus	Liquorilactobacillus sucicola	food
LABG_002472	Liquorilactobacillus	Liquorilactobacillus cacaonum	food
LABG_002473	Liquorilactobacillus	Liquorilactobacillus aquaticus	food
LABG_002482	Fructilactobacillus	Fructilactobacillus fructivorans	food
LABG_002485	Limosilactobacillus	Limosilactobacillus secaliphilus	food
LABG_002488	Levilactobacillus	Levilactobacillus paucivorans	food
LABG_002492	Paralactobacillus	Paralactobacillus selangorensis	other
LABG_002493	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_002498	Lactobacillus	Lactobacillus amylovorus	food
LABG_002500	Weissella	Weissella minor	food
LABG_002501	Furfurilactobacillus	Furfurilactobacillus siliginis	other
LABG_002502	Lacticaseibacillus	Lacticaseibacillus saniviri	human
LABG_002505	Levilactobacillus	Levilactobacillus parabrevis	other
LABG_002510	Fructobacillus	Fructobacillus fructosus	food
LABG_002511	Weissella	Weissella kandleri	food
LABG_002513	Ligilactobacillus	Ligilactobacillus ceti	food
LABG_002514	Companilactobacillus	Companilactobacillus kimchiensis	food
LABG_002517	Ligilactobacillus	Ligilactobacillus pobuzihii	other
LABG_002530	Leuconostoc	Leuconostoc gasicomitatum	other
LABG_002548	Lactobacillus	Lactobacillus crispatus	animal
LABG_002551	Lactobacillus	Lactobacillus sp910589675	other
LABG_002560	Lacticaseibacillus	Lacticaseibacillus pantheris	other
LABG_002570	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002573	Pediococcus	Pediococcus damnosus	food
LABG_002580	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_002589	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_002619	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_002627	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002635	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002645	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_002648	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_002673	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002702	Loigolactobacillus	Loigolactobacillus backii	food
LABG_002704	Loigolactobacillus	Loigolactobacillus backii	food
LABG_002707	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002717	Leuconostoc	Leuconostoc lactis	food
LABG_002718	Latilactobacillus	Latilactobacillus curvatus	food
LABG_002720	Lactobacillus	Lactobacillus crispatus	human
LABG_002721	Lactobacillus	Lactobacillus helveticus	human
LABG_002723	Fructilactobacillus	Fructilactobacillus lindneri	food
LABG_002727	Pediococcus	Pediococcus claussenii	food
LABG_002730	Limosilactobacillus	Limosilactobacillus sp011958095	animal
LABG_002743	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002747	Latilactobacillus	Latilactobacillus curvatus	food
LABG_002753	Pediococcus	Pediococcus pentosaceus	other
LABG_002758	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002761	Weissella	Weissella soli	food
LABG_002762	Lentilactobacillus	Lentilactobacillus sunkii	food
LABG_002766	Lactobacillus	Lactobacillus delbrueckii	human
LABG_002785	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002851	Pediococcus	Pediococcus acidilactici	food
LABG_002867	Oenococcus	Oenococcus oeni	food
LABG_002868	Oenococcus	Oenococcus oeni	food
LABG_002876	Oenococcus	Oenococcus oeni	food
LABG_002892	Oenococcus	Oenococcus oeni	food
LABG_002918	Weissella	Weissella confusa	food
LABG_002952	Lactobacillus	Lactobacillus delbrueckii	food
LABG_002953	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002955	Leuconostoc	Leuconostoc suionicum	other
LABG_002958	Lactobacillus	Lactobacillus delbrueckii	food
LABG_002959	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002961	Lentilactobacillus	Lentilactobacillus parabuchneri	food
LABG_002962	Pediococcus	Pediococcus acidilactici	food
LABG_002965	Weissella	Weissella thailandensis	food
LABG_002980	Apilactobacillus	Apilactobacillus waqarii	other
LABG_002989	Ligilactobacillus	Ligilactobacillus murinus	animal
LABG_002990	Companilactobacillus	Companilactobacillus allii	food
LABG_003001	Latilactobacillus	Latilactobacillus sakei	other
LABG_003019	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_003023	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_003036	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_003038	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal
LABG_003039	Leuconostoc	Leuconostoc lactis	food
LABG_003040	Lactobacillus	Lactobacillus delbrueckii	food
LABG_003045	Limosilactobacillus	Limosilactobacillus reuteri_E	human
LABG_003055	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_003066	Lactobacillus	Lactobacillus amylolyticus	food
LABG_003067	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_003072	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003075	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003076	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003077	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003079	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003091	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003100	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_003164	Latilactobacillus	Latilactobacillus sakei	food
LABG_003165	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_003167	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003169	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003170	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003172	Weissella	Weissella cibaria	animal
LABG_003182	Levilactobacillus	Levilactobacillus brevis	food
LABG_003183	Levilactobacillus	Levilactobacillus brevis	food
LABG_003203	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_003206	Lactobacillus	Lactobacillus delbrueckii	food
LABG_003207	Leuconostoc	Leuconostoc mesenteroides	food
LABG_003213	Lentilactobacillus	Lentilactobacillus parakefiri	food
LABG_003214	Lactobacillus	Lactobacillus paragasseri	human
LABG_003217	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003218	Lactobacillus	Lactobacillus johnsonii	animal
LABG_003219	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003221	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003222	Lactobacillus	Lactobacillus gallinarum	animal
LABG_003224	Lactobacillus	Lactobacillus gallinarum	animal
LABG_003225	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003226	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003229	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_003232	Pediococcus	Pediococcus acidilactici	food
LABG_003239	Lactobacillus	Lactobacillus sp946579245	animal
LABG_003240	Levilactobacillus	Levilactobacillus brevis	food
LABG_003242	Companilactobacillus	Companilactobacillus kimchii	food
LABG_003243	Lacticaseibacillus	Lacticaseibacillus casei	human
LABG_003249	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_003250	Ligilactobacillus	Ligilactobacillus murinus	animal
LABG_003251	Secundilactobacillus	Secundilactobacillus mixtipabuli	food
LABG_003252	Secundilactobacillus	Secundilactobacillus silagei	animal
LABG_003253	Secundilactobacillus	Secundilactobacillus pentosiphilus	animal
LABG_003254	Secundilactobacillus	Secundilactobacillus pentosiphilus	food
LABG_003260	Lactobacillus	Lactobacillus crispatus	animal
LABG_003264	Lactobacillus	Lactobacillus crispatus	animal
LABG_003265	Lactobacillus	Lactobacillus crispatus	animal
LABG_003274	Lactobacillus	Lactobacillus crispatus	animal
LABG_003281	Lactobacillus	Lactobacillus crispatus	animal
LABG_003286	Latilactobacillus	Latilactobacillus curvatus	food
LABG_003287	Latilactobacillus	Latilactobacillus curvatus	food
LABG_003290	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_003296	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_003298	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_003301	Latilactobacillus	Latilactobacillus sakei	other
LABG_003302	Ligilactobacillus	Ligilactobacillus salivarius	food
LABG_003305	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_003308	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_003316	Lactobacillus	Lactobacillus sp910589675	animal
LABG_003319	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_003320	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_003326	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_003336	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_003337	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_003342	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_003346	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_003355	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_003366	Lactobacillus	Lactobacillus sp946579245	animal
LABG_003377	Lactobacillus	Lactobacillus delbrueckii	food
LABG_003378	Lactobacillus	Lactobacillus delbrueckii	food
LABG_003380	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_003382	Leuconostoc	Leuconostoc lactis	food
LABG_003384	Lactobacillus	Lactobacillus gasseri	other
LABG_003387	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003391	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003392	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003394	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003396	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003399	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003402	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003416	Levilactobacillus	Levilactobacillus brevis	food
LABG_003417	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_003421	Latilactobacillus	Latilactobacillus sakei	other
LABG_003423	Leuconostoc	Leuconostoc mesenteroides	other
LABG_003454	Lentilactobacillus	Lentilactobacillus sp002418005	other
LABG_003480	Leuconostoc	Leuconostoc lactis	food
LABG_003494	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_003502	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003503	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003504	Lactobacillus	Lactobacillus crispatus	animal
LABG_003505	Lactobacillus	Lactobacillus gallinarum	animal
LABG_003508	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003509	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_003510	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003512	Lactobacillus	Lactobacillus gallinarum	animal
LABG_003514	Secundilactobacillus	Secundilactobacillus silagincola	food
LABG_003515	Leuconostoc	Leuconostoc citreum	food
LABG_003517	Weissella	Weissella cibaria	food
LABG_003519	Lactobacillus	Lactobacillus amylovorus	food
LABG_003520	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_003521	Loigolactobacillus	Loigolactobacillus coryniformis	animal
LABG_003543	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_003547	Latilactobacillus	Latilactobacillus sakei	food
LABG_003558	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_003559	Companilactobacillus	Companilactobacillus metriopterae	food
LABG_003563	Loigolactobacillus	Loigolactobacillus backii	food
LABG_003572	Leuconostoc	Leuconostoc citreum	other
LABG_003579	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_003580	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_003583	Companilactobacillus	Companilactobacillus alimentarius	food
LABG_003585	Lactobacillus	Lactobacillus helveticus	food
LABG_003588	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_003589	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_003592	Lactobacillus	Lactobacillus crispatus	human
LABG_003594	Lactobacillus	Lactobacillus crispatus	human
LABG_003607	Lactobacillus	Lactobacillus iners	human
LABG_003608	Companilactobacillus	Companilactobacillus nuruki	food
LABG_003610	Lactobacillus	Lactobacillus iners	human
LABG_003611	Lactobacillus	Lactobacillus iners	human
LABG_003614	Limosilactobacillus	Limosilactobacillus reuteri_J	animal
LABG_003615	Lactobacillus	Lactobacillus iners	human
LABG_003653	Lactobacillus	Lactobacillus panisapium	animal
LABG_003656	Limosilactobacillus	Limosilactobacillus pontis_A	human
LABG_003661	Weissella	Weissella koreensis	food
LABG_003662	Lactobacillus	Lactobacillus amylovorus	other
LABG_003663	Latilactobacillus	Latilactobacillus sakei_A	food
LABG_003665	Oenococcus	Oenococcus oeni	food
LABG_003666	Lactiplantibacillus	Lactiplantibacillus sp002970915	food
