ARG_hit_id	genome_id	genome_set	ARG_gene	ARG_class	best_hit_MGE_id	best_hit_MGE_category	best_hit
ARGH_001982	LABG_012973	MQ	lnuC	MLS			no
ARGH_001983	LABG_012974	MQ	lnuC	MLS			no
ARGH_001984	LABG_012974	MQ	tet(O/W/32/O)	tetracycline			no
ARGH_001985	LABG_012974	MQ	vatE	MLS			no
ARGH_001986	LABG_012975	MQ	ErmB	MLS			no
ARGH_001987	LABG_012975	MQ	lnuC	MLS			no
ARGH_001988	LABG_012975	MQ	tet(O/W/32/O)	tetracycline			no
ARGH_001989	LABG_012976	MQ	lnuC	MLS			no
ARGH_001990	LABG_012976	MQ	tet(O/W/32/O)	tetracycline			no
ARGH_001991	LABG_012976	MQ	vatE	MLS			no
ARGH_001992	LABG_012977	Rep99	lnuA	MLS			no
ARGH_001993	LABG_012979	MQ	ErmB	MLS			no
ARGH_001994	LABG_012980	MQ	tet(W)	tetracycline			no
ARGH_001995	LABG_012982	MQ	lnuC	MLS			no
ARGH_001996	LABG_012982	MQ	lnuC	MLS			no
ARGH_001997	LABG_012983	Rep99	lnuC	MLS			no
ARGH_001998	LABG_012984	Rep99	ErmB	MLS			no
ARGH_001999	LABG_012984	Rep99	lnuC	MLS			no
ARGH_002000	LABG_012985	Rep99	lnuA	MLS			no
ARGH_002001	LABG_012986	MQ	lnuA	MLS			no
ARGH_002002	LABG_012986	MQ	tet(W)	tetracycline			no
ARGH_002003	LABG_012988	MQ	ErmB	MLS			no
ARGH_002004	LABG_012988	MQ	lnuC	MLS			no
ARGH_002005	LABG_012989	MQ	ErmB	MLS			no
ARGH_002006	LABG_012990	MQ	ErmB	MLS			no
ARGH_002007	LABG_012990	MQ	lnuC	MLS			no
ARGH_002008	LABG_012991	MQ	lnuA	MLS			no
ARGH_002009	LABG_012991	MQ	tet(W)	tetracycline			no
ARGH_002010	LABG_012992	MQ	ErmB	MLS			no
ARGH_002011	LABG_012993	MQ	lnuA	MLS			no
ARGH_002012	LABG_012994	MQ	lnuC	MLS			no
ARGH_002013	LABG_013024	MQ	catA1	phenicol	158_IncFIA_1__AP001918	plasmid_related	yes
ARGH_002014	LABG_013024	MQ	lnuC	MLS			no
ARGH_002015	LABG_013031	MQ	fexB	phenicol			no
ARGH_002016	LABG_013031	MQ	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002017	LABG_013043	MQ	TEM-116	beta-lactam	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_002018	LABG_013047	Rep99	tet(L)	tetracycline			no
ARGH_002019	LABG_013047	Rep99	tet(M)	tetracycline			no
ARGH_002020	LABG_013053	Rep99	tet(M)	tetracycline			no
ARGH_002021	LABG_013062	MQ	lnuA	MLS			no
ARGH_002022	LABG_013063	Rep99	lnuA	MLS			no
ARGH_002023	LABG_013067	Rep99	tet(W)	tetracycline			no
ARGH_002024	LABG_013088	Rep99	ErmB	MLS			no
ARGH_002025	LABG_013088	Rep99	lnuA	MLS			no
ARGH_002026	LABG_013088	Rep99	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_002027	LABG_013091	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002028	LABG_013092	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_002029	LABG_013092	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002030	LABG_013093	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002031	LABG_013095	Rep99	ErmB	MLS	2634_Tn916-orf16_KC414929	Tn916	yes
ARGH_002032	LABG_013095	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002033	LABG_013111	MQ	vatE	MLS			no
ARGH_002034	LABG_013111	MQ	vgbA	MLS			no
ARGH_002035	LABG_013124	MQ	vatE	MLS			no
ARGH_002036	LABG_013125	Rep99	vatE	MLS			no
ARGH_002037	LABG_013126	MQ	vatE	MLS			no
ARGH_002038	LABG_013131	MQ	vatE	MLS			no
ARGH_002039	LABG_013132	MQ	vatE	MLS			no
ARGH_002040	LABG_013133	MQ	vatE	MLS			no
ARGH_002041	LABG_013134	MQ	vatE	MLS			no
ARGH_002042	LABG_013134	MQ	vgbA	MLS			no
ARGH_002043	LABG_013135	MQ	vatE	MLS			no
ARGH_002044	LABG_013135	MQ	vgbA	MLS			no
ARGH_002045	LABG_013149	MQ	vatE	MLS			no
ARGH_002046	LABG_013149	MQ	vgbA	MLS			no
ARGH_002047	LABG_013156	MQ	vatE	MLS			no
ARGH_002048	LABG_013156	MQ	vgbA	MLS			no
ARGH_002049	LABG_013158	MQ	vatE	MLS			no
ARGH_002050	LABG_013158	MQ	vgbA	MLS			no
ARGH_002051	LABG_013159	MQ	vatE	MLS			no
ARGH_002052	LABG_013159	MQ	vgbA	MLS			no
ARGH_002053	LABG_013160	MQ	vatE	MLS			no
ARGH_002054	LABG_013160	MQ	vgbA	MLS			no
ARGH_002055	LABG_013161	MQ	vatE	MLS			no
ARGH_002056	LABG_013161	MQ	vgbA	MLS			no
ARGH_002057	LABG_013162	MQ	vatE	MLS			no
ARGH_002058	LABG_013162	MQ	vgbA	MLS			no
ARGH_002059	LABG_013167	MQ	vatE	MLS			no
ARGH_002060	LABG_013168	MQ	vatE	MLS			no
ARGH_002061	LABG_013168	MQ	vgbA	MLS			no
ARGH_002062	LABG_013171	MQ	vatE	MLS			no
ARGH_002063	LABG_013171	MQ	vgbA	MLS			no
ARGH_002064	LABG_013172	MQ	vatE	MLS			no
ARGH_002065	LABG_013172	MQ	vgbA	MLS			no
ARGH_002066	LABG_013173	MQ	vatE	MLS			no
ARGH_002067	LABG_013173	MQ	vgbA	MLS			no
ARGH_002068	LABG_013179	MQ	vatE	MLS			no
ARGH_002069	LABG_013179	MQ	vgbA	MLS			no
ARGH_002070	LABG_013186	MQ	vatE	MLS			no
ARGH_002071	LABG_013188	MQ	vatE	MLS			no
ARGH_002072	LABG_013189	MQ	vatE	MLS			no
ARGH_002073	LABG_013190	MQ	vatE	MLS			no
ARGH_002074	LABG_013191	MQ	vatE	MLS			no
ARGH_002075	LABG_013195	MQ	vatE	MLS			no
ARGH_002076	LABG_013195	MQ	vgbA	MLS			no
ARGH_002077	LABG_013199	MQ	vatE	MLS			no
ARGH_002078	LABG_013199	MQ	vgbA	MLS			no
ARGH_002079	LABG_013206	MQ	vatE	MLS			no
ARGH_002080	LABG_013207	MQ	vatE	MLS			no
ARGH_002081	LABG_013207	MQ	vgbA	MLS			no
ARGH_002082	LABG_013212	MQ	vatE	MLS			no
ARGH_002083	LABG_013212	MQ	vgbA	MLS			no
ARGH_002084	LABG_013215	MQ	vatE	MLS			no
ARGH_002085	LABG_013229	Rep99	vatE	MLS			no
ARGH_002086	LABG_013231	MQ	vatE	MLS			no
ARGH_002087	LABG_013233	MQ	vatE	MLS			no
ARGH_002088	LABG_013235	MQ	vatE	MLS			no
ARGH_002089	LABG_013243	MQ	vatE	MLS			no
ARGH_002090	LABG_013248	Rep99	vatE	MLS			no
ARGH_002091	LABG_013258	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002092	LABG_013271	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_002093	LABG_013271	Rep99	ErmT	MLS			no
ARGH_002094	LABG_013271	Rep99	fexB	phenicol			no
ARGH_002095	LABG_013271	Rep99	poxtA	multidrug			no
ARGH_002096	LABG_013271	Rep99	tet(W)	tetracycline			no
ARGH_002097	LABG_013271	Rep99	vatE	MLS			no
ARGH_002098	LABG_013272	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002099	LABG_013272	Rep99	fexB	phenicol			no
ARGH_002100	LABG_013272	Rep99	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_002101	LABG_013273	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002102	LABG_013273	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_002103	LABG_013273	Rep99	ErmB	MLS			no
ARGH_002104	LABG_013273	Rep99	fexA	phenicol			no
ARGH_002105	LABG_013273	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002106	LABG_013273	Rep99	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002107	LABG_013273	Rep99	tet(M)	tetracycline			no
ARGH_002108	LABG_013274	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002109	LABG_013274	Rep99	ErmB	MLS			no
ARGH_002110	LABG_013274	Rep99	ErmT	MLS			no
ARGH_002111	LABG_013274	Rep99	lnuA	MLS			no
ARGH_002112	LABG_013274	Rep99	tet(W)	tetracycline			no
ARGH_002113	LABG_013275	Rep99	dfrG	trimethoprim			no
ARGH_002114	LABG_013275	Rep99	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_002115	LABG_013276	Rep99	ErmB	MLS			no
ARGH_002116	LABG_013276	Rep99	tet(W)	tetracycline			no
ARGH_002117	LABG_013277	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002118	LABG_013277	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002119	LABG_013277	Rep99	ErmT	MLS			no
ARGH_002120	LABG_013277	Rep99	fexB	phenicol			no
ARGH_002121	LABG_013277	Rep99	poxtA	multidrug			no
ARGH_002122	LABG_013277	Rep99	tet(L)	tetracycline			no
ARGH_002123	LABG_013277	Rep99	tet(M)	tetracycline			no
ARGH_002124	LABG_013278	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002125	LABG_013278	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002126	LABG_013278	Rep99	ErmT	MLS			no
ARGH_002127	LABG_013278	Rep99	fexB	phenicol			no
ARGH_002128	LABG_013278	Rep99	poxtA	multidrug			no
ARGH_002129	LABG_013278	Rep99	tet(L)	tetracycline			no
ARGH_002130	LABG_013278	Rep99	tet(M)	tetracycline			no
ARGH_002131	LABG_013279	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002132	LABG_013279	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002133	LABG_013279	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002134	LABG_013279	Rep99	ErmT	MLS			no
ARGH_002135	LABG_013279	Rep99	fexB	phenicol			no
ARGH_002136	LABG_013279	Rep99	poxtA	multidrug			no
ARGH_002137	LABG_013279	Rep99	tet(L)	tetracycline			no
ARGH_002138	LABG_013279	Rep99	tet(M)	tetracycline			no
ARGH_002139	LABG_013280	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_002140	LABG_013280	MQ	ErmB	MLS			no
ARGH_002141	LABG_013280	MQ	tet(M)	tetracycline			no
ARGH_002142	LABG_013281	Rep99	APH(3')-IIIa	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002143	LABG_013281	Rep99	ErmT	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002144	LABG_013281	Rep99	tet(L)	tetracycline	2640_Tn916-orf14_KC414929	Tn916	yes
ARGH_002145	LABG_013281	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002146	LABG_013281	Rep99	tet(W)	tetracycline			no
ARGH_002147	LABG_013283	Rep99	ErmB	MLS			no
ARGH_002148	LABG_013283	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002149	LABG_013283	Rep99	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002150	LABG_013283	Rep99	tet(W)	tetracycline			no
ARGH_002151	LABG_013283	Rep99	vatE	MLS			no
ARGH_002152	LABG_013284	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002153	LABG_013284	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002154	LABG_013284	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002155	LABG_013284	Rep99	ErmT	MLS			no
ARGH_002156	LABG_013284	Rep99	fexB	phenicol			no
ARGH_002157	LABG_013284	Rep99	poxtA	multidrug			no
ARGH_002158	LABG_013284	Rep99	tet(L)	tetracycline			no
ARGH_002159	LABG_013284	Rep99	tet(M)	tetracycline			no
ARGH_002160	LABG_013285	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_002161	LABG_013285	MQ	emtA	orthosomycin	993_tnpA_AF403298.1	IS_or_transposase	yes
ARGH_002162	LABG_013285	MQ	ErmB	MLS			no
ARGH_002163	LABG_013285	MQ	fexB	phenicol			no
ARGH_002164	LABG_013285	MQ	lnuA	MLS			no
ARGH_002165	LABG_013285	MQ	mef(F)	MLS	2047_IS91_CP005958.1	IS	yes
ARGH_002166	LABG_013285	MQ	msr(G)	MLS	2047_IS91_CP005958.1	IS	yes
ARGH_002167	LABG_013285	MQ	poxtA	multidrug			no
ARGH_002168	LABG_013285	MQ	tet(M)	tetracycline			no
ARGH_002169	LABG_013286	Rep99	ErmB	MLS			no
ARGH_002170	LABG_013286	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002171	LABG_013286	Rep99	tet(W)	tetracycline			no
ARGH_002172	LABG_013287	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002173	LABG_013287	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_002174	LABG_013287	Rep99	fexA	phenicol			no
ARGH_002175	LABG_013287	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002176	LABG_013287	Rep99	tet(M)	tetracycline	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_002177	LABG_013288	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002178	LABG_013288	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_002179	LABG_013288	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_002180	LABG_013288	MQ	ErmT	MLS			no
ARGH_002181	LABG_013288	MQ	fexB	phenicol			no
ARGH_002182	LABG_013288	MQ	poxtA	multidrug			no
ARGH_002183	LABG_013288	MQ	tet(L)	tetracycline			no
ARGH_002184	LABG_013288	MQ	tet(M)	tetracycline			no
ARGH_002185	LABG_013289	Rep99	catA8	phenicol	117_rep22_1_repB(pUB110)_X03408.1	plasmid_related	yes
ARGH_002186	LABG_013289	Rep99	ErmB	MLS			no
ARGH_002187	LABG_013289	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002188	LABG_013289	Rep99	tet(L)	tetracycline	117_rep22_1_repB(pUB110)_X03408.1	plasmid_related	yes
ARGH_002189	LABG_013289	Rep99	tet(W)	tetracycline			no
ARGH_002190	LABG_013290	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002191	LABG_013290	Rep99	fexA	phenicol			no
ARGH_002192	LABG_013290	Rep99	tet(W)	tetracycline			no
ARGH_002193	LABG_013290	Rep99	vatE	MLS			no
ARGH_002194	LABG_013291	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002195	LABG_013291	Rep99	ErmT	MLS			no
ARGH_002196	LABG_013291	Rep99	poxtA	multidrug			no
ARGH_002197	LABG_013291	Rep99	tet(L)	tetracycline			no
ARGH_002198	LABG_013291	Rep99	tet(M)	tetracycline			no
ARGH_002199	LABG_013291	Rep99	vatH	MLS			no
ARGH_002200	LABG_013291	Rep99	vgaD	MLS			no
ARGH_002201	LABG_013292	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002202	LABG_013292	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_002203	LABG_013292	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_002204	LABG_013292	MQ	ErmT	MLS			no
ARGH_002205	LABG_013292	MQ	fexB	phenicol			no
ARGH_002206	LABG_013292	MQ	poxtA	multidrug			no
ARGH_002207	LABG_013292	MQ	tet(L)	tetracycline			no
ARGH_002208	LABG_013292	MQ	tet(M)	tetracycline			no
ARGH_002209	LABG_013293	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_002210	LABG_013293	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_002211	LABG_013293	MQ	ErmB	MLS			no
ARGH_002212	LABG_013293	MQ	fexB	phenicol			no
ARGH_002213	LABG_013293	MQ	mef(F)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_002214	LABG_013293	MQ	msr(G)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_002215	LABG_013293	MQ	poxtA	multidrug			no
ARGH_002216	LABG_013293	MQ	tet(M)	tetracycline			no
ARGH_002217	LABG_013294	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002218	LABG_013294	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_002219	LABG_013294	Rep99	ErmB	MLS			no
ARGH_002220	LABG_013294	Rep99	poxtA	multidrug			no
ARGH_002221	LABG_013294	Rep99	tet(M)	tetracycline			no
ARGH_002222	LABG_013295	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002223	LABG_013295	Rep99	ANT(4')-Ia	aminoglycoside			no
ARGH_002224	LABG_013295	Rep99	ErmB	MLS			no
ARGH_002225	LABG_013295	Rep99	fexB	phenicol			no
ARGH_002226	LABG_013295	Rep99	poxtA	multidrug			no
ARGH_002227	LABG_013295	Rep99	tet(W)	tetracycline			no
ARGH_002228	LABG_013300	MQ	ErmB	MLS			no
ARGH_002229	LABG_013306	MQ	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_002230	LABG_013319	Rep99	tet(M)	tetracycline			no
ARGH_002231	LABG_013322	Rep99	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_002232	LABG_013326	MQ	catA8	phenicol	117_rep22_1_repB(pUB110)_X03408.1	plasmid_related	yes
ARGH_002233	LABG_013326	MQ	tet(L)	tetracycline	117_rep22_1_repB(pUB110)_X03408.1	plasmid_related	yes
ARGH_002234	LABG_013326	MQ	tet(M)	tetracycline	117_rep22_1_repB(pUB110)_X03408.1	plasmid_related	yes
ARGH_002235	LABG_013327	MQ	tet(W)	tetracycline			no
ARGH_002236	LABG_013329	MQ	ErmB	MLS			no
ARGH_002237	LABG_013329	MQ	tet(W)	tetracycline			no
ARGH_002238	LABG_013338	MQ	tet(W)	tetracycline			no
ARGH_002239	LABG_013351	MQ	tet(M)	tetracycline			no
ARGH_002240	LABG_013355	MQ	tet(M)	tetracycline			no
ARGH_002241	LABG_013360	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_002242	LABG_013372	MQ	fexB	phenicol			no
ARGH_002243	LABG_013372	MQ	poxtA	multidrug			no
ARGH_002244	LABG_013372	MQ	tet(M)	tetracycline			no
ARGH_002245	LABG_013374	MQ	tet(M)	tetracycline			no
ARGH_002246	LABG_013378	MQ	ANT(6)-Ia	aminoglycoside	2436_tnpA_X92946.1	IS_or_transposase	yes
ARGH_002247	LABG_013378	MQ	catA8	phenicol	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_002248	LABG_013378	MQ	ErmB	MLS	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_002249	LABG_013378	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_002250	LABG_013443	Rep99	tet(O/W)	tetracycline			no
ARGH_002251	LABG_013459	Rep99	ErmB	MLS			no
ARGH_002252	LABG_013459	Rep99	ErmB	MLS			no
ARGH_002253	LABG_013459	Rep99	ErmB	MLS			no
ARGH_002254	LABG_013459	Rep99	tet(W)	tetracycline			no
ARGH_002255	LABG_013491	MQ	ErmB	MLS			no
ARGH_002256	LABG_013505	MQ	ErmB	MLS			no
ARGH_002257	LABG_013505	MQ	tet(W)	tetracycline			no
ARGH_002258	LABG_013505	MQ	vatE	MLS			no
ARGH_002259	LABG_013506	MQ	ErmB	MLS			no
ARGH_002260	LABG_013506	MQ	tet(W)	tetracycline			no
ARGH_002261	LABG_013507	MQ	ErmA	MLS			no
ARGH_002262	LABG_013507	MQ	tet(W)	tetracycline			no
ARGH_002263	LABG_013508	MQ	ErmB	MLS			no
ARGH_002264	LABG_013508	MQ	tet(W)	tetracycline			no
ARGH_002265	LABG_013509	MQ	ErmB	MLS			no
ARGH_002266	LABG_013509	MQ	tet(W)	tetracycline			no
ARGH_002267	LABG_013510	MQ	ErmB	MLS			no
ARGH_002268	LABG_013510	MQ	tet(W)	tetracycline			no
ARGH_002269	LABG_013514	MQ	ErmB	MLS			no
ARGH_002270	LABG_013514	MQ	tet(W)	tetracycline			no
ARGH_002271	LABG_013515	Rep99	ErmB	MLS			no
ARGH_002272	LABG_013515	Rep99	tet(W)	tetracycline			no
ARGH_002273	LABG_013515	Rep99	vatE	MLS			no
ARGH_002274	LABG_013516	MQ	catA8	phenicol			no
ARGH_002275	LABG_013516	MQ	tet(L)	tetracycline			no
ARGH_002276	LABG_013516	MQ	tet(M)	tetracycline			no
ARGH_002277	LABG_013517	MQ	catA8	phenicol			no
ARGH_002278	LABG_013517	MQ	tet(L)	tetracycline			no
ARGH_002279	LABG_013517	MQ	tet(M)	tetracycline			no
ARGH_002280	LABG_013518	MQ	catA8	phenicol			no
ARGH_002281	LABG_013518	MQ	tet(L)	tetracycline			no
ARGH_002282	LABG_013518	MQ	tet(M)	tetracycline			no
ARGH_002283	LABG_013519	MQ	catA8	phenicol			no
ARGH_002284	LABG_013519	MQ	tet(L)	tetracycline			no
ARGH_002285	LABG_013519	MQ	tet(M)	tetracycline			no
ARGH_002286	LABG_013520	MQ	catA8	phenicol			no
ARGH_002287	LABG_013520	MQ	tet(L)	tetracycline			no
ARGH_002288	LABG_013520	MQ	tet(M)	tetracycline			no
ARGH_002289	LABG_013521	MQ	ErmA	MLS			no
ARGH_002290	LABG_013521	MQ	tet(W)	tetracycline			no
ARGH_002291	LABG_013522	MQ	catA8	phenicol			no
ARGH_002292	LABG_013522	MQ	tet(L)	tetracycline			no
ARGH_002293	LABG_013522	MQ	tet(M)	tetracycline			no
ARGH_002294	LABG_013523	MQ	catA8	phenicol			no
ARGH_002295	LABG_013523	MQ	tet(L)	tetracycline			no
ARGH_002296	LABG_013523	MQ	tet(M)	tetracycline			no
ARGH_002297	LABG_013524	MQ	catA8	phenicol			no
ARGH_002298	LABG_013524	MQ	tet(L)	tetracycline			no
ARGH_002299	LABG_013524	MQ	tet(M)	tetracycline			no
ARGH_002300	LABG_013525	MQ	catA8	phenicol			no
ARGH_002301	LABG_013525	MQ	tet(L)	tetracycline			no
ARGH_002302	LABG_013525	MQ	tet(M)	tetracycline			no
ARGH_002303	LABG_013526	MQ	catA8	phenicol			no
ARGH_002304	LABG_013526	MQ	tet(L)	tetracycline			no
ARGH_002305	LABG_013526	MQ	tet(M)	tetracycline			no
ARGH_002306	LABG_013527	MQ	catA8	phenicol			no
ARGH_002307	LABG_013527	MQ	tet(L)	tetracycline			no
ARGH_002308	LABG_013527	MQ	tet(M)	tetracycline			no
ARGH_002309	LABG_013528	MQ	ErmB	MLS			no
ARGH_002310	LABG_013528	MQ	vatE	MLS			no
ARGH_002311	LABG_013529	Rep99	ErmB	MLS			no
ARGH_002312	LABG_013529	Rep99	tet(W)	tetracycline			no
ARGH_002313	LABG_013530	MQ	catA8	phenicol			no
ARGH_002314	LABG_013530	MQ	tet(L)	tetracycline			no
ARGH_002315	LABG_013530	MQ	tet(M)	tetracycline			no
ARGH_002316	LABG_013531	Rep99	ErmB	MLS			no
ARGH_002317	LABG_013531	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_002318	LABG_013641	MQ	lnuA	MLS			no
ARGH_002319	LABG_013641	MQ	tet(W)	tetracycline			no
ARGH_002320	LABG_013642	MQ	lnuA	MLS			no
ARGH_002321	LABG_013642	MQ	tet(W)	tetracycline			no
ARGH_002322	LABG_013643	MQ	tet(W)	tetracycline			no
ARGH_002323	LABG_013644	Rep99	tet(W)	tetracycline			no
ARGH_002324	LABG_013645	Rep99	tet(W)	tetracycline			no
ARGH_002325	LABG_013646	Rep99	tet(L)	tetracycline	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002326	LABG_013646	Rep99	tet(W)	tetracycline			no
ARGH_002327	LABG_013647	MQ	tet(W)	tetracycline			no
ARGH_002328	LABG_013648	Rep99	tet(W)	tetracycline			no
ARGH_002329	LABG_013649	MQ	ErmA	MLS			no
ARGH_002330	LABG_013649	MQ	tet(W)	tetracycline			no
ARGH_002331	LABG_013650	MQ	ErmB	MLS			no
ARGH_002332	LABG_013650	MQ	tet(W)	tetracycline			no
ARGH_002333	LABG_013651	Rep99	ErmA	MLS			no
ARGH_002334	LABG_013651	Rep99	tet(W)	tetracycline			no
ARGH_002335	LABG_013652	MQ	tet(W)	tetracycline			no
ARGH_002336	LABG_013653	MQ	tet(W)	tetracycline			no
ARGH_002337	LABG_013654	MQ	ErmB	MLS			no
ARGH_002338	LABG_013654	MQ	tet(W)	tetracycline			no
ARGH_002339	LABG_013655	MQ	tet(W)	tetracycline			no
ARGH_002340	LABG_013656	MQ	ErmB	MLS			no
ARGH_002341	LABG_013656	MQ	tet(W)	tetracycline			no
ARGH_002342	LABG_013657	Rep99	tet(W)	tetracycline			no
ARGH_002343	LABG_013658	MQ	ErmB	MLS			no
ARGH_002344	LABG_013658	MQ	tet(W)	tetracycline			no
ARGH_002345	LABG_013659	MQ	catA8	phenicol			no
ARGH_002346	LABG_013659	MQ	tet(L)	tetracycline			no
ARGH_002347	LABG_013659	MQ	tet(M)	tetracycline			no
ARGH_002348	LABG_013660	MQ	tet(W)	tetracycline			no
ARGH_002349	LABG_013661	MQ	tet(W)	tetracycline			no
ARGH_002350	LABG_013663	MQ	ErmB	MLS			no
ARGH_002351	LABG_013663	MQ	tet(W)	tetracycline			no
ARGH_002352	LABG_013664	Rep99	tet(W)	tetracycline			no
ARGH_002353	LABG_013666	Rep99	lnuA	MLS			no
ARGH_002354	LABG_013666	Rep99	tet(W)	tetracycline			no
ARGH_002355	LABG_013779	MQ	lnuA	MLS			no
ARGH_002356	LABG_013780	Rep99	tet(M)	tetracycline			no
ARGH_002357	LABG_013781	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002358	LABG_013781	MQ	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_002359	LABG_013781	MQ	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_002360	LABG_013782	MQ	lnuA	MLS			no
ARGH_002361	LABG_013782	MQ	tet(W)	tetracycline			no
ARGH_002362	LABG_013783	MQ	tet(W)	tetracycline			no
ARGH_002363	LABG_013784	Rep99	tet(W)	tetracycline			no
ARGH_002364	LABG_013785	MQ	tet(W)	tetracycline			no
ARGH_002365	LABG_013786	MQ	lnuA	MLS			no
ARGH_002366	LABG_013786	MQ	tet(W)	tetracycline			no
ARGH_002367	LABG_013787	MQ	tet(W)	tetracycline			no
ARGH_002368	LABG_013788	MQ	lnuA	MLS			no
ARGH_002369	LABG_013788	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_002370	LABG_013800	Rep99	lnuA	MLS			no
